"","gender","age","party","register","rate"
"9273","Female","50-69","NDP","Unsure",2
"9274","Male","31-49","Conservative","No",5
"9275","Male","31-49","Liberal","No",5
"9276","Male","50-69","Conservative","No",3
"9277","Female","31-49","Liberal","Yes",5
"9278","Trans or Unisex","31-49","Conservative","No",4
"9279","Male","31-49","Liberal","Yes",2
"9280","Trans or Unisex","31-49","Liberal","Unsure",3
"9281","Trans or Unisex","31-49","Conservative","Unsure",5
"9282","Female","50-69","Green","No",1
"9283","Male","31-49","Liberal","No",3
"9284","Male","50-69","Conservative","Yes",4
"9285","Female","70 or older","Other","Yes",3
"9286","Female","50-69","Liberal","No",4
"9287","No reply","50-69","Green","Yes",4
"9288","Female","31-49","Liberal","No",4
"9289","Female","50-69","Liberal","No",3
"9290","Male","70 or older","Liberal","No",3
"9291","Female","31-49","NDP","No",5
"9292","Female","50-69","Liberal","Yes",3
"9293","Male","50-69","Liberal","Yes",5
"9294","Male","50-69","Conservative","No",3
"9295","Male","50-69","Conservative","No",5
"9296","Male","50-69","Liberal","Yes",3
"9297","Female","50-69","Liberal","No",5
"9298","Male","31-49","Unsure","No",2
"9299","Female","31-49","Liberal","No",2
"9300","Male","31-49","Conservative","Yes",3
"9301","Female","50-69","Liberal","Yes",1
"9302","Male","50-69","Conservative","No",5
"9303","Male","31-49","Liberal","No",0
"9304","Female","31-49","Other","Unsure",3
"9305","Trans or Unisex","50-69","Green","No",4
"9306","Male","31-49","NDP","Yes",1
"9307","Male","31-49","Conservative","Yes",4
"9308","Male","31-49","Conservative","No",3
"9309","Female","31-49","NDP","Yes",4
"9310","Male","50-69","Liberal","Yes",5
"9311","Female","70 or older","Green","No",5
"9312","Female","50-69","Liberal","No",2
"9313","Female","50-69","Liberal","No",1
"9314","Female","50-69","Liberal","No",2
"9315","Female","31-49","Other","No",3
"9316","Male","31-49","NDP","Yes",3
"9317","Male","50-69","NDP","No",5
"9318","Female","31-49","Unsure","No",4
"9319","Female","50-69","Liberal","Yes",4
"9320","Female","50-69","Conservative","No",2
"9321","Female","50-69","Other","No",5
"9322","Male","50-69","Liberal","Yes",1
"9323","Male","50-69","Conservative","No",4
"9324","Male","70 or older","Conservative","Yes",5
"9325","Male","31-49","Unsure","Yes",4
"9326","Male","50-69","Liberal","No",3
"9327","Male","31-49","Unsure","No",1
"9328","Female","31-49","Liberal","Yes",4
"9329","No reply","50-69","Conservative","Unsure",2
"9330","Female","31-49","Liberal","Yes",2
"9331","Male","31-49","Green","No",4
"9332","Male","31-49","Liberal","No",5
"9333","Female","70 or older","Conservative","Unsure",3
"9334","Male","50-69","Conservative","Yes",3
"9335","Female","50-69","Liberal","Yes",3
"9336","Female","70 or older","Other","Yes",3
"9337","Male","50-69","Unsure","No",5
"9338","Female","70 or older","Conservative","No",1
"9339","Female","50-69","Liberal","Unsure",2
"9340","Female","50-69","Liberal","Yes",1
"9341","Female","50-69","Liberal","No",3
"9342","Male","31-49","Conservative","Yes",5
"9343","Male","31-49","NDP","No",5
"9344","Male","50-69","Green","No",2
"9345","Female","50-69","Conservative","No",4
"9346","Female","50-69","Liberal","Yes",5
"9347","Female","31-49","Liberal","Unsure",2
"9348","Male","31-49","Liberal","Yes",3
"9349","Male","50-69","Conservative","Yes",5
"9350","Male","31-49","Liberal","No",2
"9351","Female","50-69","Liberal","No",5
"9352","Female","31-49","NDP","Yes",2
"9353","Male","31-49","Liberal","No",3
"9354","Male","50-69","Conservative","Yes",2
"9355","Male","31-49","Liberal","Yes",3
"9356","Male","50-69","NDP","Unsure",5
"9357","Male","50-69","Conservative","No",3
"9358","Male","31-49","Liberal","No",5
"9359","Male","31-49","Conservative","No",4
"9360","Male","50-69","Liberal","Yes",3
"9361","Female","31-49","Green","Yes",4
"9362","Female","50-69","Liberal","No",1
"9363","Female","50-69","Liberal","Unsure",3
"9364","Female","50-69","Liberal","No",2
"9365","Male","31-49","Liberal","Yes",3
"9366","Female","70 or older","Liberal","Unsure",3
"9367","Male","31-49","Conservative","No",5
"9368","Female","31-49","Liberal","No",3
"9369","Male","50-69","Liberal","Yes",3
"9370","Male","31-49","Liberal","No",2
"9371","Female","31-49","Liberal","Yes",2
"9372","Trans or Unisex","50-69","Liberal","Unsure",1
"9373","Male","31-49","Other","No",4
"9374","Female","31-49","Liberal","Yes",3
"9375","Female","31-49","Liberal","Unsure",2
"9376","Female","31-49","Liberal","No",3
"9377","Male","31-49","Conservative","Yes",5
"9378","Female","50-69","Conservative","No",3
"9379","Male","31-49","Conservative","No",5
"9380","Female","50-69","Conservative","Yes",3
"9381","Male","50-69","NDP","No",5
"9382","Male","50-69","NDP","No",5
"9383","Female","70 or older","Liberal","Yes",5
"9384","Male","50-69","Other","Yes",4
"9385","Female","31-49","Liberal","Yes",4
"9386","Female","50-69","NDP","Unsure",1
"9387","Female","31-49","Liberal","No",4
"9388","Female","50-69","Liberal","No",5
"9389","Female","50-69","Conservative","Yes",3
"9390","Male","31-49","Liberal","Yes",3
"9391","Male","50-69","Conservative","Unsure",4
"9392","Female","31-49","Liberal","Yes",1
"9393","Male","50-69","Green","Yes",4
"9394","Male","31-49","Unsure","No",2
"9395","Female","31-49","Liberal","Unsure",1
"9396","Male","50-69","Liberal","Yes",4
"9397","Male","31-49","Liberal","No",5
"9398","Female","31-49","Liberal","No",3
"9399","Male","31-49","Green","Yes",5
"9400","Male","50-69","Liberal","No",1
"9401","Female","50-69","Other","Unsure",5
"9402","Trans or Unisex","31-49","Green","No",4
"9403","Male","31-49","Conservative","Yes",5
"9404","Male","50-69","Conservative","Yes",5
"9405","Male","31-49","Liberal","No",3
"9406","Female","31-49","Liberal","No",4
"9407","Female","31-49","NDP","No",3
"9408","Male","31-49","Green","No",4
"9409","Female","31-49","Liberal","Yes",1
"9410","Female","50-69","Liberal","Yes",5
"9411","Female","50-69","Conservative","Unsure",3
"9412","Male","31-49","Liberal","No",4
"9413","Male","31-49","NDP","Yes",3
"9414","Male","31-49","Liberal","No",4
"9415","Female","31-49","Liberal","No",4
"9416","Male","50-69","Unsure","Yes",5
"9417","No reply","50-69","Other","No",5
"9418","Male","50-69","Liberal","No",5
"9419","Male","50-69","Liberal","Yes",5
"9420","Female","31-49","Liberal","Yes",2
"9421","Female","70 or older","Other","No",4
"9422","Male","31-49","Conservative","No",3
"9423","Female","31-49","Liberal","Yes",5
"9424","Male","50-69","Liberal","No",3
"9425","Male","70 or older","Conservative","Unsure",5
"9426","Trans or Unisex","31-49","Liberal","Yes",3
"9427","Female","31-49","Liberal","Yes",3
"9428","Female","50-69","Conservative","No",3
"9429","Male","50-69","Conservative","No",4
"9430","Male","50-69","Liberal","No",3
"9431","Male","50-69","NDP","No",4
"9432","Male","31-49","Liberal","No",2
"9433","Female","31-49","Unsure","Unsure",4
"9434","Female","31-49","Conservative","No",3
"9435","Female","50-69","Liberal","Unsure",5
"9436","Female","31-49","Liberal","No",4
"9437","Male","50-69","Liberal","Unsure",5
"9438","Male","70 or older","Liberal","No",4
"9439","Male","31-49","Liberal","Yes",1
"9440","Male","31-49","Liberal","No",2
"9441","No reply","31-49","Liberal","Unsure",0
"9442","Male","31-49","Liberal","No",3
"9443","Female","50-69","Liberal","No",1
"9444","Male","31-49","Conservative","Unsure",5
"9445","Female","50-69","Liberal","Unsure",4
"9446","Female","50-69","Liberal","Yes",1
"9447","Male","50-69","NDP","Yes",4
"9448","Female","50-69","Conservative","Yes",2
"9449","Female","31-49","Liberal","No",2
"9450","Female","31-49","Conservative","Yes",5
"9451","Male","31-49","Liberal","Yes",5
"9452","Male","31-49","Other","No",4
"9453","Male","50-69","Other","Yes",4
"9454","Male","50-69","Conservative","No",4
"9455","Female","31-49","Liberal","Unsure",2
"9456","Male","31-49","NDP","No",4
"9457","Male","31-49","Liberal","Unsure",5
"9458","Female","31-49","Conservative","Yes",1
"9459","Female","70 or older","Liberal","No",3
"9460","Female","31-49","Conservative","No",4
"9461","Female","31-49","NDP","Unsure",2
"9462","Male","50-69","NDP","No",5
"9463","Female","31-49","Liberal","Yes",4
"9464","Male","31-49","Other","No",5
"9465","Female","31-49","Conservative","No",3
"9466","Male","31-49","Liberal","Unsure",3
"9467","Male","31-49","Liberal","Yes",4
"9468","Female","50-69","Liberal","No",5
"9469","Female","31-49","Conservative","Unsure",1
"9470","Male","50-69","Conservative","Yes",4
"9471","Female","50-69","Other","Unsure",4
"9472","Male","50-69","Liberal","Yes",4
"9473","Female","31-49","Green","No",3
"9474","Female","50-69","NDP","No",4
"9475","Female","31-49","Liberal","Yes",5
"9476","Female","31-49","Liberal","Yes",3
"9477","Male","50-69","Liberal","No",3
"9478","Female","31-49","Liberal","Unsure",2
"9479","Trans or Unisex","31-49","Conservative","Yes",4
"9480","Female","31-49","Liberal","Unsure",3
"9481","Female","50-69","Conservative","Yes",1
"9482","Male","31-49","Liberal","Yes",2
"9483","Female","50-69","Liberal","No",4
"9484","Female","31-49","Other","Yes",1
"9485","Female","50-69","Conservative","No",4
"9486","Female","50-69","Liberal","No",3
"9487","Male","31-49","Liberal","No",5
"9488","Female","31-49","NDP","No",2
"9489","Female","50-69","Liberal","No",3
"9490","Female","31-49","Unsure","Yes",3
"9491","Male","50-69","Other","No",5
"9492","Female","70 or older","Liberal","Yes",2
"9493","Female","70 or older","Liberal","No",2
"9494","Female","50-69","Unsure","No",4
"9495","Male","50-69","Liberal","Unsure",4
"9496","Male","31-49","NDP","Yes",2
"9497","Female","31-49","Conservative","No",5
"9498","Female","50-69","Liberal","Unsure",3
"9499","Female","50-69","Conservative","No",4
"9500","Male","31-49","Liberal","Unsure",2
"9501","Female","50-69","NDP","No",2
"9502","Male","31-49","Liberal","Unsure",4
"9503","No reply","50-69","Liberal","Yes",1
"9504","Male","31-49","Conservative","Yes",2
"9505","Female","50-69","Liberal","No",1
"9506","Male","50-69","Liberal","Unsure",1
"9507","Female","50-69","Liberal","No",3
"9508","Female","50-69","Liberal","Yes",1
"9509","Female","50-69","NDP","Unsure",5
"9510","Male","31-49","Liberal","No",3
"9511","Female","31-49","NDP","Unsure",3
"9512","Female","31-49","Liberal","Yes",4
"9513","Male","50-69","Conservative","Yes",5
"9514","Male","50-69","Liberal","No",3
"9515","Female","50-69","Conservative","No",3
"9516","Male","50-69","Liberal","No",3
"9517","Male","50-69","Liberal","No",2
"9518","Female","70 or older","Liberal","Unsure",3
"9519","Female","31-49","Liberal","Yes",2
"9520","Female","50-69","Liberal","No",4
"9521","Male","50-69","Liberal","Unsure",2
"9522","Female","31-49","Liberal","Unsure",2
"9523","Female","31-49","Liberal","No",4
"9524","Male","31-49","Conservative","No",2
"9525","Female","50-69","Liberal","Unsure",3
"9526","Male","50-69","Conservative","Yes",3
"9527","Female","31-49","Liberal","Yes",4
"9528","Male","50-69","Unsure","No",4
"9529","Male","50-69","Conservative","Yes",4
"9530","Male","31-49","Conservative","No",3
"9531","Female","70 or older","Conservative","No",3
"9532","Female","31-49","Liberal","Yes",2
"9533","Female","31-49","Conservative","Yes",4
"9534","Female","31-49","Conservative","No",2
"9535","Male","31-49","Liberal","No",5
"9536","Male","50-69","Liberal","No",4
"9537","Male","50-69","Liberal","Unsure",3
"9538","Male","31-49","Other","Yes",1
"9539","Male","50-69","Liberal","Yes",3
"9540","Male","31-49","Other","No",3
"9541","Male","50-69","Liberal","Unsure",3
"9542","Female","50-69","Liberal","Yes",3
"9543","Female","31-49","Liberal","Yes",5
"9544","Male","31-49","Conservative","No",5
"9545","Male","31-49","NDP","No",4
"9546","Female","31-49","Liberal","Yes",2
"9547","Female","70 or older","Conservative","No",4
"9548","Female","50-69","Green","Yes",4
"9549","Female","50-69","Liberal","No",2
"9550","Female","31-49","Other","Unsure",5
"9551","Male","31-49","Liberal","Unsure",2
"9552","Female","31-49","Liberal","No",5
"9553","Trans or Unisex","31-49","Green","No",4
"9554","Male","70 or older","Liberal","No",2
"9555","Female","31-49","Conservative","No",3
"9556","Male","31-49","Conservative","Unsure",5
"9557","Trans or Unisex","50-69","Conservative","No",2
"9558","Female","31-49","Conservative","Unsure",5
"9559","Female","50-69","Conservative","No",4
"9560","Female","31-49","Liberal","Yes",5
"9561","Male","50-69","Liberal","No",3
"9562","Male","31-49","Liberal","No",3
"9563","Male","50-69","Liberal","Yes",5
"9564","Female","50-69","Liberal","No",5
"9565","Female","50-69","Conservative","Unsure",4
"9566","Male","70 or older","Other","No",4
"9567","Male","31-49","Liberal","Unsure",3
"9568","Female","31-49","Other","No",2
"9569","Male","50-69","Liberal","Yes",4
"9570","Male","50-69","Liberal","No",4
"9571","Male","50-69","NDP","Yes",3
"9572","Female","31-49","Liberal","Yes",4
"9573","Female","50-69","Conservative","Yes",4
"9574","Male","50-69","Liberal","No",4
"9575","Trans or Unisex","31-49","Liberal","Unsure",3
"9576","Male","31-49","Liberal","No",5
"9577","Male","50-69","Liberal","No",4
"9578","Female","70 or older","Liberal","No",3
"9579","Male","31-49","Liberal","Unsure",4
"9580","Male","70 or older","Conservative","Yes",3
"9581","Male","31-49","Conservative","Yes",1
"9582","Female","50-69","Liberal","No",4
"9583","Male","50-69","NDP","Unsure",4
"9584","Male","31-49","Liberal","No",5
"9585","Female","50-69","Liberal","No",0
"9586","Female","50-69","Green","No",4
"9587","Female","31-49","Conservative","Unsure",4
"9588","Female","31-49","Liberal","No",3
"9589","Female","50-69","Liberal","Unsure",4
"9590","Female","50-69","Liberal","No",5
"9591","Female","50-69","Other","No",3
"9592","Male","31-49","Liberal","Unsure",5
"9593","Female","31-49","Liberal","No",5
"9594","Female","31-49","Liberal","No",2
"9595","Female","31-49","NDP","No",5
"9596","Male","50-69","Conservative","No",2
"9597","Male","31-49","Liberal","Unsure",3
"9598","Male","31-49","Liberal","No",4
"9599","Female","50-69","Conservative","Yes",3
"9600","Female","50-69","Green","Unsure",4
"9601","Male","50-69","NDP","Yes",3
"9602","Male","50-69","Liberal","Yes",1
"9603","Male","70 or older","Other","No",3
"9604","Male","50-69","Unsure","Yes",2
"9605","Female","31-49","Conservative","Yes",2
"9606","Male","70 or older","Conservative","Yes",2
"9607","Male","70 or older","Green","Yes",5
"9608","Male","70 or older","Conservative","No",0
"9609","Female","50-69","NDP","Yes",0
"9610","Male","31-49","NDP","No",4
"9611","Male","31-49","Liberal","Unsure",4
"9612","Female","50-69","Liberal","Yes",2
"9613","Female","50-69","Liberal","Yes",5
"9614","Female","31-49","Green","No",5
"9615","Female","31-49","Other","Yes",3
"9616","Female","31-49","Liberal","Unsure",5
"9617","Male","50-69","Green","No",0
"9618","Female","50-69","Other","Yes",3
"9619","Male","31-49","NDP","No",3
"9620","Male","50-69","Liberal","Yes",3
"9621","No reply","50-69","Other","No",2
"9622","Male","31-49","Liberal","No",2
"9623","Male","31-49","NDP","Yes",3
"9624","Female","50-69","Liberal","Unsure",5
"9625","Male","50-69","Liberal","No",4
"9626","Female","31-49","Liberal","No",4
"9627","Female","31-49","Liberal","Yes",3
"9628","Male","31-49","Liberal","Yes",3
"9629","Female","31-49","Conservative","No",4
"9630","Male","31-49","Conservative","Unsure",5
"9631","Male","31-49","Liberal","No",3
"9632","Female","70 or older","Conservative","Unsure",3
"9633","Male","31-49","NDP","No",4
"9634","Male","50-69","Liberal","Yes",2
"9635","Female","31-49","Other","Unsure",3
"9636","Female","50-69","Liberal","Unsure",4
"9637","Male","50-69","Unsure","No",3
"9638","Female","50-69","Liberal","No",4
"9639","Female","70 or older","Liberal","Unsure",3
"9640","Male","70 or older","Liberal","Yes",5
"9641","Male","50-69","Other","No",5
"9642","Female","31-49","Conservative","Unsure",3
"9643","Male","50-69","NDP","No",3
"9644","Male","31-49","Liberal","No",3
"9645","Male","50-69","Liberal","Yes",3
"9646","Male","31-49","Liberal","Yes",4
"9647","Female","31-49","Liberal","No",2
"9648","Female","50-69","Unsure","No",3
"9649","Male","70 or older","Liberal","No",3
"9650","Female","31-49","Liberal","No",2
"9651","Male","31-49","Liberal","No",3
"9652","Female","50-69","Liberal","No",5
"9653","Female","50-69","Liberal","No",5
"9654","Female","31-49","Liberal","Yes",3
"9655","Male","31-49","Liberal","No",3
"9656","Male","50-69","Conservative","No",3
"9657","Male","31-49","Conservative","No",3
"9658","Female","70 or older","Liberal","No",0
"9659","Female","50-69","Other","Yes",2
"9660","Female","50-69","Liberal","No",4
"9661","Female","50-69","NDP","No",3
"9662","Male","31-49","Conservative","Unsure",3
"9663","No reply","31-49","Green","Yes",4
"9664","Female","31-49","Liberal","No",4
"9665","Male","31-49","Other","Yes",3
"9666","Male","31-49","Conservative","Yes",3
"9667","Female","50-69","Liberal","Unsure",3
"9668","Female","31-49","Green","Unsure",4
"9669","Male","50-69","Liberal","No",4
"9670","Female","31-49","Other","No",3
"9671","Male","31-49","Liberal","No",5
"9672","Male","31-49","Conservative","Yes",4
"9673","Male","70 or older","Unsure","Yes",3
